ITEMID,LABEL,ABBREVIATION,UNITNAME,PARAM_TYPE,LOWNORMALVALUE,HIGHNORMALVALUE,LINKSTO,CATEGORY,FLUID,COUNT,USE_IN_BENCHMARK
229353,Foley Cath Removal Date,Foley Cath Removal Date,,Date and time,,,datetimeevents,GI/GU,,2589,0
229354,Foley Cath Insertion Location,Indwelling Urinary Cath Insertion Location,,Text,,,chartevents,GI/GU,,468733,0
229355,Absolute Neutrophil Count,Absolute Neutrophil Count,,Numeric,,,chartevents,Labs,,613,0
229356,Differential - Immature Granulocytes,Differential - Immature Granulocytes,,Numeric,,,chartevents,Labs,,25530,0
229357,Absolute Count - Neuts,Absolute Count - Neuts,,Numeric,,,chartevents,Labs,,39424,0
229358,Absolute Count - Lymphs,Absolute Count - Lymphs,,Numeric,,,chartevents,Labs,,39410,0
229359,Absolute Count - Monos,Absolute Count - Monos,,Numeric,,,chartevents,Labs,,39408,0
229360,Absolute Count - Eos,Absolute Count - Eos,,Numeric,,,chartevents,Labs,,39621,0
229361,Absolute Count - Basos,Absolute Count - Basos,,Numeric,,,chartevents,Labs,,39411,0
229362,Absolute Count - Retic,Absolute Count - Retic,,Numeric,,,chartevents,Labs,,0,0
229363,P1 (ECMO),P1 (ECMO),mmHg,Numeric,,,chartevents,ECMO,,24002,0
229364,P2 (ECMO),P2 (ECMO),mmHg,Numeric,,,chartevents,ECMO,,23999,0
229365,P1 - P2 (ECMO),P1 - P2 (ECMO),mmHg,Numeric,,,chartevents,ECMO,,23990,0
229366,Epoprostenol (Inhaled),Epoprostenol (Inhaled),,Processes,,,procedureevents,Medications,,440,0
229369,Acuity Workload Question 1,Acuity Workload Question 1,,Text,,,chartevents,Care Plans,,376571,0
229370,Acuity Workload Question 2,Acuity Workload Question 2,,Text,,,chartevents,Care Plans,,376336,0
229371,Bladder Scan Estimate,Bladder Scan Estimate,mL,Numeric,,,chartevents,GI/GU,,43379,0
229372,AT ( Antithrombin funct),AT ( Antithrombin funct),,Numeric,,,chartevents,Labs,,0,0
229373,UF Heparin (Anti-Xa)_U_1,UF Heparin (Anti-Xa)_U_1,,Numeric,,,chartevents,Labs,,0,0
229374,AT (Antithrombin funct),AT (Antithrombin funct),,Numeric with tag,,,chartevents,Labs,,249,0
229375,UF Heparin (Anti-Xa),UF Heparin (Anti-Xa),,Numeric with tag,,,chartevents,Labs,,11538,0
229377,Part 1 Question,Part 1 Question,,Text,,,chartevents,Swallow Evaluation,,1429,0
229378,Part 2 Question,Part 2 Question,,Text,,,chartevents,Swallow Evaluation,,1245,0
229379,Swallow Eval,Nsg Swallow Eval,,Text,,,chartevents,Swallow Evaluation,,1350,0
229380,Nursing Water Swallow Screening,Nursing Water Swallow Screening,,Processes,,,procedureevents,4-Procedures,,675,0
229381,Orientation,Orientation,,Text,,,chartevents,Neurological,,3386834,0
229382,Orientation Score (new)_OLD_1,Orientation Score (new)_OLD_1,,Numeric,,,chartevents,Neurological,,0,0
229383,Extraocular Movements,EOMs,,Text,,,chartevents,Neurological,,233533,0
229384,Tongue,Tongue,,Text,,,chartevents,Neurological,,335873,0
229385,Shoulder Shrug,Should Shrug,,Text,,,chartevents,Neurological,,247812,0
229386,Cerebellar - Finger -> Nose,Cerebellar - Finger -> Nose,,Text,,,chartevents,Neurological,,52110,0
229387,Cerebellar - Heel -> Shin,Cerebellar - Heel -> Shin,,Text,,,chartevents,Neurological,,22151,0
229393,PF Ratio Value,PF Ratio Value,,Numeric,,,chartevents,Respiratory,,0,0
229394,SF Ratio Value,SF Ratio Value,,Numeric,,,chartevents,Respiratory,,0,0
229405,PF Value,PF Value,,Numeric,,,chartevents,Respiratory,,0,0
229406,PFImputedValue,PFImputedValue,,Numeric,,,chartevents,Respiratory,,0,0
229407,PFRatio_Value,PFRatio_Value,,Numeric,,,chartevents,Respiratory,,0,0
229408,PFImputedRatio_Value,PFImputedRatio_Value,,Numeric,,,chartevents,Respiratory,,0,0
229413,Chest Tube #3,Chest Tube #3,mL,Numeric,,,outputevents,Output,,3376,0
229414,Chest Tube #4,Chest Tube #4,mL,Numeric,,,outputevents,Output,,1095,0
229416,Disposition,Disposition,,Text,,,chartevents,MD Progress Note,,962,0
229417,MyICU Reviewed,My ICU Reviewed,,Checkbox,,,chartevents,MD Progress Note,,0,0
229420,Dexmedetomidine (Precedex),Dexmedetomidine (Precedex),mcg,Solution,,,inputevents,Medications,,92549,0
229421,ROS-General,ROS-General,,Text,,,chartevents,MD Progress Note,,187,0
229422,ROS-HEENT,ROS-HEENT,,Text,,,chartevents,MD Progress Note,,50,0
229423,ROS-Neuro,ROS-Neuro,,Text,,,chartevents,MD Progress Note,,44,0
229424,ROS-Cardiac,ROS-Cardiac,,Text,,,chartevents,MD Progress Note,,68,0
229425,ROS-Respiratory,ROS-Respiratory,,Text,,,chartevents,MD Progress Note,,122,0
229426,ROS-GI,ROS-GI,,Text,,,chartevents,MD Progress Note,,124,0
229427,ROS-GU,ROS-GU,,Text,,,chartevents,MD Progress Note,,8,0
229428,ROS-Skin,ROS-Skin,,Text,,,chartevents,MD Progress Note,,5,0
229429,ROS-Heme / Lymph,ROS-Heme / Lymph,,Text,,,chartevents,MD Progress Note,,12,0
229430,ROS-Endocrine,ROS-Endocrine,,Text,,,chartevents,MD Progress Note,,5,0
229431,ROS-Extremeties / MSK,ROS-Extremeties / MSK,,Text,,,chartevents,MD Progress Note,,37,0
229432,ROS-Psych,ROS-Psych,,Text,,,chartevents,MD Progress Note,,40,0
229433,Systems reviewed,Systems reviewed,,Checkbox,,,chartevents,MD Progress Note,,448,0
229434,Unable to obtain,Unable to obtain,,Checkbox,,,chartevents,MD Progress Note,,719,0
229448,See eMAR for meds,See eMAR for meds,,Checkbox,,,chartevents,MD Progress Note,,712,0
229452,Exam-Neuro,Exam-Neuro,,Text,,,chartevents,MD Progress Note,,2694,0
229453,Exam-GI/GU,Exam-GI/GU,,Text,,,chartevents,MD Progress Note,,613,0
229454,Exam-Ext/MSK,Exam-Ext/MSK,,Text,,,chartevents,MD Progress Note,,2268,0
229455,Exam-Skin,Exam-Skin,,Text,,,chartevents,MD Progress Note,,932,0
229464,Discussed on Rounds,Discussed on Rounds,,Checkbox,,,chartevents,MD Progress Note,,1700,0
229466,24 G Infiltration Scale,24 G Infiltration Scale,,Text,,,chartevents,Access Lines - Peripheral,,1038,0
229467,24 G Phlebitis Scale,24 G Phlebitis Scale,,Text,,,chartevents,Access Lines - Peripheral,,1037,0
229468,24 Gauge,24 Gauge,,Processes,,,procedureevents,Access Lines - Peripheral,,172,0
229470,24 Gauge Dressing Occlusive,24 Gauge Dressing Occlusive,,Checkbox,,,chartevents,Access Lines - Peripheral,,332,0
229471,24 Gauge Insertion Date,24 Gauge Insertion Date,,Date and time,,,datetimeevents,Access Lines - Peripheral,,1052,0
229472,24 Gauge placed in outside facility,24 Gauge placed in outside facility,,Checkbox,,,chartevents,Access Lines - Peripheral,,1128,0
229473,24 Gauge placed in the field,24 Gauge placed in the field,,Checkbox,,,chartevents,Access Lines - Peripheral,,1107,0
229474,24 Gauge Reason Discontinued,24 Gauge Reason Discontinued,,Text,,,chartevents,Access Lines - Peripheral,,53,0
229475,Indwelling Port (PortaCath) Power Port,Indwelling Port (PortaCath) Power Port,,Checkbox,,,chartevents,Access Lines - Invasive,,668,0
229476,PICC Line Power PICC,PICC Line Power PICC,,Checkbox,,,chartevents,Access Lines - Invasive,,142895,0
229477,Indications (SBNET),Indications  (SBNET),,Text,,,chartevents,SBNET,,0,0
229479,Timeout performed by  (SBNET),Timeout performed by  (SBNET),,Text,,,chartevents,SBNET,,0,0
229480,Patient identified correctly  (SBNET),Patient identified correctly  (SBNET),,Text,,,chartevents,SBNET,,0,0
229481,Verification of  (SBNET),Verification of  (SBNET),,Text,,,chartevents,SBNET,,0,0
229482,Hand cleansing prior to procedure  (SBNET),Hand cleansing prior to procedure  (SBNET),,Text,,,chartevents,SBNET,,0,0
229483,Barrier precautions in place  (SBNET),Barrier precautions in place  (SBNET),,Text,,,chartevents,SBNET,,0,0
229484,Route  (SBNET),Route  (SBNET),,Text,,,chartevents,SBNET,,0,0
229486,Topical Lidocaine used (SBNET),Topical Lidocaine used (SBNET),,Text,,,chartevents,SBNET,,0,0
229487,2 Stage CXR Insertion Technique (SBNET),2 Stage CXR Insertion Technique (SBNET),,Text,,,chartevents,SBNET,,0,0
229489,Complications (SBNET),Complications (SBNET),,Text,,,chartevents,SBNET,,0,0
229495,The Attending/Supervisor is the Clinician Operator (SBNET),The Attending/Supervisor (SBNET),,Checkbox,,,chartevents,SBNET,,0,0
229496,I was present during the above procedure and agree with the checklist (SBNET),I was present during the above procedure (SBNET),,Checkbox,,,chartevents,SBNET,,0,0
229497,Final Position confirmed (SBNET),Final Position confirmed (SBNET),,Text,,,chartevents,SBNET,,0,0
229498,Guidewire removed (SBNET),Guidewire removed (SBNET),,Text,,,chartevents,SBNET,,0,0
229499,Order to use in POE (SBNET),Order to use in POE (SBNET),,Text,,,chartevents,SBNET,,0,0
229501,Small Bore Nasal Enteral Tube Placement,SBNET Placement (Dobhoff),,Processes,,,procedureevents,4-Procedures,,180,0
229502,MDnoteConsent,MDnoteConsent,,Text,,,chartevents,MD Progress Note,,1028,0
229503,Trendelenburg position during insertion (CVL),Trendelenburg position during insertion (CVL),,Text,,,chartevents,CVL Insertion,,0,0
229504,Inner Cannula Change,Inner Cannula Change,,Checkbox,,,chartevents,Respiratory,,0,0
229505,Surgibra,Surgibra,,Checkbox,,,chartevents,Treatments,,7237,0
229514,EKOS,EKOS,,Processes,,,procedureevents,Access Lines - Invasive,,33,0
229515,Avalon/Protek Duo/Crescent,Avalon/Protek Duo/Crescent,,Processes,,,procedureevents,Access Lines - Invasive,,9,0
229516,Single Lumen,Single Lumen,,Processes,,,procedureevents,Access Lines - Invasive,,1309,0
229517,Multi Lumen Cooling Catheter,Multi Lumen Cooling Catheter,,Processes,,,procedureevents,Access Lines - Invasive,,14,0
229518,ICP - Camino,ICP - Camino,,Processes,,,procedureevents,Access Lines - Invasive,,10,0
229519,EVD #1,EVD #1,,Processes,,,procedureevents,Access Lines - Invasive,,289,0
229520,EVD #2,EVD #2,,Processes,,,procedureevents,Access Lines - Invasive,,20,0
229521,ICP - PbtO2,ICP - PbtO2,,Processes,,,procedureevents,Access Lines - Invasive,,25,0
229522,SEPS (Subdural Evacuating Port System),SEPS,,Processes,,,procedureevents,Access Lines - Invasive,,3,0
229523,Subdural Drain,Subdural Drain,,Processes,,,procedureevents,Access Lines - Invasive,,63,0
229524,Lumbar Drain,Lumbar Drain,,Processes,,,procedureevents,Access Lines - Invasive,,114,0
229525,Sheath (Arterial),Sheath (Arterial),,Processes,,,procedureevents,Access Lines - Invasive,,167,0
229526,MAC,MAC,,Processes,,,procedureevents,Access Lines - Invasive,,1668,0
229527,Centrimag Inflow Line,Centrimag Inflow Line,,Processes,,,procedureevents,Access Lines - Invasive,,15,0
229528,Centrimag Outflow Line,Centrimag Outflow Line,,Processes,,,procedureevents,Access Lines - Invasive,,15,0
229529,ECMO Inflow Line,ECMO Inflow Line,,Processes,,,procedureevents,Access Lines - Invasive,,85,0
229530,ECMO Outflow Line,ECMO Outflow Line,,Processes,,,procedureevents,Access Lines - Invasive,,79,0
229531,Tunneled Access Line,Tunneled Access Line,,Processes,,,procedureevents,Access Lines - Invasive,,185,0
229532,Indwelling Port,Indwelling Port,,Processes,,,procedureevents,Access Lines - Invasive,,1167,0
229533,Camino,Camino,,Processes,,,procedureevents,Access Lines - Invasive,,0,0
229534,Multi Lumen - Obturator in place,Multi Lumen - Obturator in place,,Text,,,chartevents,Access Lines - Invasive,,1792,0
229535,Line Type,Line Type,,Text,,,chartevents,Access Lines - Invasive,,297257,0
229536,Dialysis Catheter Type,Dialysis Catheter Type,,Text,,,chartevents,Access Lines - Invasive,,81526,0
229537,Pheresis Catheter Type,Pheresis Catheter Type,,Text,,,chartevents,Access Lines - Invasive,,2375,0
229538,PICC - Heparin Dependent,PICC - Heparin Dependent,,Checkbox,,,chartevents,Access Lines - Invasive,,117001,0
229539,ICP - Camino marked,ICP - Camino marked,,Checkbox,,,chartevents,Access Lines - Invasive,,11,0
229540,Sheath Type,Sheath Type,,Text,,,chartevents,Access Lines - Invasive,,3841,0
229541,EKOS Insertion Date,EKOS Insertion Date,,Date and time,,,datetimeevents,Access Lines - Invasive,,139,0
229542,EKOS Dressing Change,EKOS Dressing Change,,Date and time,,,datetimeevents,Access Lines - Invasive,,100,0
229544,EKOS Line Discontinued,EKOS Line Discontinued,,Text,,,chartevents,Access Lines - Invasive,,8,0
229545,EKOS Line Site Appear,EKOS Line Site Appear,,Text,,,chartevents,Access Lines - Invasive,,119,0
229546,EKOS US,EKOS US,,Text,,,chartevents,Access Lines - Invasive,,76,0
229547,EKOS site,EKOS site,,Text,,,chartevents,Access Lines - Invasive,,136,0
229548,EKOS Position,EKOS Position,,Text,,,chartevents,Access Lines - Invasive,,166,0
229549,Avalon Dressing Change,Avalon Dressing Change,,Date and time,,,datetimeevents,Access Lines - Invasive,,403,0
229550,Avalon Insertion Date,Avalon Insertion Date,,Date and time,,,datetimeevents,Access Lines - Invasive,,443,0
229552,Avalon Line Discontinued,Avalon Line Discontinued,,Text,,,chartevents,Access Lines - Invasive,,5,0
229553,Avalon Line Site Appear,Avalon Line Site Appear,,Text,,,chartevents,Access Lines - Invasive,,608,0
229554,Avalon Position,Avalon Position,,Text,,,chartevents,Access Lines - Invasive,,900,0
229555,Cardiac Assist Cannula Change,Cardiac Assist Cannula Change,,Date and time,,,datetimeevents,Access Lines - Invasive,,4237,0
229556,Cardiac Assist Cannula Date,Cardiac Assist Cannula Date,,Date and time,,,datetimeevents,Access Lines - Invasive,,4522,0
229558,Cardiac Assist Cannula Discontinued,Cardiac Assist Cannula Discontinued,,Text,,,chartevents,Access Lines - Invasive,,27,0
229559,Cardiac Assist Cannula Site Appear,Cardiac Assist Cannula Site Appear,,Text,,,chartevents,Access Lines - Invasive,,4238,0
229560,Cardiac Assist Cannula Position,Cardiac Assist Cannula Position,,Text,,,chartevents,Access Lines - Invasive,,9428,0
229561,Plan-Cardiac,Plan-Cardiac,,Text,,,chartevents,MD Progress Note,,8,0
229562,Plan-Neuro,Plan-Neuro,,Text,,,chartevents,MD Progress Note,,3,0
229563,Plan-Respiratory,Plan-Respiratory,,Text,,,chartevents,MD Progress Note,,7,0
229564,Plan-Abdominal/GI,Plan-Abdominal/GI,,Text,,,chartevents,MD Progress Note,,1,0
229566,Plan-Nutritional,Plan-Nutritional,,Text,,,chartevents,MD Progress Note,,13,0
229567,Plan-Renal/GU,Plan-Renal/GU,,Text,,,chartevents,MD Progress Note,,2,0
229568,Plan-Hematology,Plan-Hematology,,Text,,,chartevents,MD Progress Note,,10,0
229569,Plan-Endocrine,Plan-Endocrine,,Text,,,chartevents,MD Progress Note,,0,0
229570,Plan-ID,Plan-ID,,Text,,,chartevents,MD Progress Note,,0,0
229571,Plan-MSK/Skin/Wound,Plan-MSK/Skin/Wound,,Text,,,chartevents,MD Progress Note,,1,0
229574,Fiber Supplement (i.e. Banana Flakes),Fiber Supplement,mL,Solution,,,inputevents,Nutrition - Supplements,,1141,0
229575,Travel to Radiology,Travel to Radiology,,Processes,,,procedureevents,5-Imaging,,410,0
229576,ERCP (Done in unit),ERCP (Done in unit),,Processes,,,procedureevents,4-Procedures,,12,0
229577,Cath Lab (Received),Cath Lab (Received),,Processes,,,procedureevents,4-Procedures,,338,0
229578,Cath Lab (Sent),Cath Lab (Sent),,Processes,,,procedureevents,4-Procedures,,449,0
229579,Transfer Intercampus by Ambulance,Transfer Intercampus by Ambulance,,Processes,,,procedureevents,3-Significant Events,,188,0
229580,Line Placement at Bedside,Line Placement at Bedside,,Processes,,,procedureevents,4-Procedures,,2781,0
229581,Portable Chest X-Ray,Portable Chest X-Ray,,Processes,,,procedureevents,5-Imaging,,19564,0
229582,Portable CT scan,Portable CT scan,,Processes,,,procedureevents,5-Imaging,,483,0
229583,Beneprotein.,Beneprotein.,mL,Solution,,,inputevents,Nutrition - Supplements,,3089,0
229584,EMG,EMG,,Processes,,,procedureevents,4-Procedures,,39,0
229585,Surgical Procedure at Bedside,Surgical Procedure at Bedside,,Processes,,,procedureevents,4-Procedures,,119,0
229586,VAC Change,VAC Change,,Processes,,,procedureevents,4-Procedures,,65,0
229587,Ceftaroline,Ceftaroline,dose,Solution,,,inputevents,Antibiotics,,359,0
229588,Ultrasound Images Interpreted and Stored (CVL),Ultrasound Images Interpreted and Stored (CVL),,Text,,,chartevents,CVL Insertion,,0,0
229589,Ultrasound Images Interpreted and Stored (A-Line),Ultrasound Images Interpreted and Stored (A-Line),,Text,,,chartevents,Arterial Line Insertion,,0,0
229592,Exam-GU,Exam-GU,,Text,,,chartevents,MD Progress Note,,1321,0
229594,Exam-GI/GU,Exam-GI/GU,,Text,,,chartevents,MD Progress Note,,1316,0
229597,Heparin Sodium (Impella),Heparin Sodium (Impella),units,Solution,,,inputevents,Medications,,1796,0
229600,CAUTI Info Given,CAUTI Info Given,,Text,,,chartevents,Restraint/Support Systems,,112723,0
229601,Arm Immobilizer,Arm Immobilizer,,Text,,,chartevents,Treatments,,2022,0
229604,Therapeutic Bed,Therapeutic Bed,,Text,,,chartevents,Treatments,,383066,0
229605,Manometry,Manometry Performed,,Text,,,chartevents,CVL Insertion,,0,0
229606,Manometry Method,Method,,Text,,,chartevents,CVL Insertion,,0,0
229607,Ultrasound Images used for preproc assess (CVL),Ultrasound Images used for preproc assess (CVL),,Text,,,chartevents,CVL Insertion,,0,0
229608,Ultrasound Images probe covered (CVL),Ultrasound Images probe covered (CVL),,Text,,,chartevents,CVL Insertion,,0,0
229609,Ultrasound Images stored (CVL),Ultrasound Images stored (CVL),,Text,,,chartevents,CVL Insertion,,0,0
229610,Ultrasound Images printed (CVL),Ultrasound Images printed (CVL),,Text,,,chartevents,CVL Insertion,,0,0
229611,Ultrasound Images uploaded (CVL),Ultrasound Images uploaded (CVL),,Text,,,chartevents,CVL Insertion,,0,0
229612,Ultrasound Images interpreted (CVL),Ultrasound Images interpreted (CVL),,Text,,,chartevents,CVL Insertion,,0,0
229614,EEG (Continuous),EEG (Continuous),,Processes,,,procedureevents,4-Procedures,,1243,0
229615,Esomeprazole (Nexium),Esomeprazole (Nexium),dose,Solution,,,inputevents,Medications,,185,0
229616,Ondansetron (Zofran),Ondansetron (Zofran),dose,Solution,,,inputevents,Medications,,5208,0
229617,Epinephrine.,Epinephrine.,mg,Solution,,,inputevents,Medications,,234,0
229618,Calcium Chloride,Calcium Chloride,mg,Solution,,,inputevents,Medications,,1380,0
229619,Insulin - U500,Insulin - U500,units,Solution,,,inputevents,Medications,,25,0
229620,Massive Transfusion,Massive Transfusion,,Processes,,,procedureevents,3-Significant Events,,45,0
229624,Nicardipine 40mg/200,Nicardipine 40mg/200,mg,Solution,,,inputevents,Medications,,16065,0
229625,Patient on Veletri,Patient on Veletri,,Checkbox,,,chartevents,Alarms,,1785,0
229626,Pulmonary Artery Pressure Alarm - High (Veletri),PAP Alarm - High (Veletri),mmHg,Numeric,,,chartevents,Alarms,,1020,0
229627,Pulmonary Artery Pressure Alarm - Low (Veletri),PAP Alarm - Low (Veletri),mmHg,Numeric,,,chartevents,Alarms,,1020,0
229629,PAP Alarm Source (Veletri),PAP Alarm Source (Veletri),,Text,,,chartevents,Alarms,,995,0
229630,Phenylephrine (50/250),Phenylephrine (50/250),mg,Solution,,,inputevents,Medications,,61013,0
229631,Phenylephrine (200/250)_OLD_1,Phenylephrine (200/250)_OLD_1,mg,Solution,,,inputevents,Medications,,0,0
229632,Phenylephrine (200/250),Phenylephrine (200/250),mg,Solution,,,inputevents,Medications,,12840,0
229633,Basic Mobility (AM-PAC),Basic Mobility (AM-PAC),,Text,,,chartevents,Treatments,,5593,0
229634,Daily Activity (AM-PAC),Daily Activity (AM-PAC),,Text,,,chartevents,Treatments,,425,0
229635,Applied Cognitive (AM-PAC),Applied Cognitive (AM-PAC),,Text,,,chartevents,Treatments,,2,0
229636,Test Performed (AM-PAC),Test Performed (AM-PAC),,Text,,,chartevents,Treatments,,6377,0
229637,Treatments (AM-PAC),Treatments (AM-PAC),,Text,,,chartevents,Treatments,,0,0
229638,Discharge Recommendations (AM-PAC),Discharge Recommendations (AM-PAC),,Text,,,chartevents,Treatments,,6156,0
229639,Bumetanide (Bumex),Bumetanide (Bumex),mg,Solution,,,inputevents,Medications,,4086,0
229640,Calcium Gluconate (Bolus),Calcium Gluconate (Bolus),mL,Solution,,,inputevents,Medications,,4223,0
229641,Stroke NCP - Consults,Stroke NCP - Consults,,Text,,,chartevents,Care Plans,,15315,0
229643,Stroke NCP - Ed Given Date,Stroke NCP - Ed Given Date,,Date and time,,,datetimeevents,Care Plans,,34282,0
229644,Stroke NCP - Expected outcomes,Stroke NCP - Expected outcomes,,Text,,,chartevents,Care Plans,,515340,0
229646,Stroke NCP - Plan revised,Stroke NCP - Plan revised,,Text,,,chartevents,Care Plans,,43823,0
229647,Stroke NCP - Problem,Stroke NCP - Problem,,Text,,,chartevents,Care Plans,,295768,0
229648,Stroke NCP - Problem resolved,Stroke NCP - Problem resolved,,Text,,,chartevents,Care Plans,,43252,0
229649,Stroke NCP - Type,Stroke NCP - Type,,Text,,,chartevents,Care Plans,,44878,0
229650,Stroke NCP - Water Swallow,Stroke NCP - Water Swallow,,Text,,,chartevents,Care Plans,,44483,0
229651,Stroke NCP - Water Swallow Date,Stroke NCP - Water Swallow Date,,Date and time,,,datetimeevents,Care Plans,,22145,0
229652,Stroke NCP - Interventions,Stroke NCP - Interventions,,Text,,,chartevents,Care Plans,,694147,0
229654,Amiodarone 450/250,Amiodarone 450/250,mg,Solution,,,inputevents,Medications,,5438,0
229655,Stroke NCP -  Fam Ed Given Date,Stroke NCP - Fam Ed Given Date,,Date and time,,,datetimeevents,Care Plans,,24236,0
229656,Stroke NCP - Water Swallow Deferred,Stroke NCP - Water Swallow Deferred,,Text,,,chartevents,Care Plans,,31376,0
229659,% Minute Volume,% Minute Volume,,Numeric,,,chartevents,Respiratory,,31207,0
229660,RCexp (Measured Time Constant),RCexp (Measured Time Constant),sec,Numeric,,,chartevents,Respiratory,,186746,0
229661,Compliance,Compliance,cmH2O/L/seconds,Numeric,,,chartevents,Respiratory,,185694,0
229662,Pminimum,Pminimum,,Numeric,,,chartevents,Respiratory,,193222,0
229663,Pinsp (Hamilton),Pinsp (Hamilton),cmH2O,Numeric,,,chartevents,Respiratory,,188110,0
229664,Resistance Exp,Resistance Exp,cmH2O/L/seconds,Numeric,,,chartevents,Respiratory,,184942,0
229665,Resistance Insp,Resistance Insp,cmH2O/L/seconds,Numeric,,,chartevents,Respiratory,,184400,0
229668,Pulmonary Artery Pressure Signal - Diastolic,Pulmonary Artery Pressure Signal - Diastolic,mmHg.,Numeric,,,chartevents,Impella,,1469,0
229669,Pulmonary Atrtery Pressure Signal - Systolic,Pulmonary Artery Pressure Signal - Systolic,mmHg.,Numeric,,,chartevents,Impella,,1468,0
229670,Dual Signal Screen (R),Dual Signal Screen (R),,Text,,,chartevents,Impella,,2421,0
229671,Flow Rate (Impella) (R),Flow Rate (Impella) (R),L/min,Numeric,,,chartevents,Impella,,1478,0
229673,Motor Current (mA) High (R),Motor Current (mA) High (R),,Numeric,,,chartevents,Impella,,1480,0
229674,Motor Current (mA) Low (R),Motor Current (mA) Low (R),,Numeric,,,chartevents,Impella,,1476,0
229675,Performance Level (R),Performance Level (R),,Text,,,chartevents,Impella,,1507,0
229676,Placement Monitoring Screen (R),Placement Monitoring Screen (R),,Text,,,chartevents,Impella,,1154,0
229677,Purge Pressure (R),Purge Pressure (R),mmHg,Numeric,,,chartevents,Impella,,1467,0
229678,Purge Solution Flow Rate (R),Purge Solution Flow Rate (R),ml/hr,Numeric,4,20,chartevents,Impella,,1465,0
229679,Type of Catheter (Impella),Type of Catheter (Impella),,Text,,,chartevents,Impella,,15835,0
229680,Impella Line Type,Impella Line Type,,Text,,,chartevents,Access Lines - Invasive,,2799,0
229681,Indwelling Urinary Catheter Care,Indwelling Urinary Catheter Care,,Checkbox,,,chartevents,Treatments,,77309,0
229685,Vaulables Checklist,Valuables Checklist,,Checkbox,,,chartevents,Adm History/FHPA,,34331,0
229686,Warming Device,Warming Device,,Text,,,chartevents,Treatments,,57786,0
229687,Pain Assessment Method,Pain Assessment Method,,Text,,,chartevents,Pain/Sedation,,499310,0
229688,Pain Assessment Method (BIS),Pain Assessment Method (BIS),,Text,,,chartevents,Pain/Sedation,,0,0
229689,CPOT-Pain Assessment Method,CPOT-Pain Assessment Method,,Text,,,chartevents,Pain/Sedation,,423284,0
229690,CPOT-Pain Assessment Method-Post,Pain Assessment Method-Post,,Text,,,chartevents,Pain/Sedation,,0,0
229691,CPOT-Muscle Tension (CPOTb),Muscle Tension,,Text,,,chartevents,Pain/Sedation,,254573,0
229692,CPOT-Muscle Tension (CPOTa),Muscle Tension-Post,,Text,,,chartevents,Pain/Sedation,,84987,0
229693,Vocalization (CPOTb)_OLD_1,Vocalization (CPOTb)_OLD_1,,Text,,,chartevents,Pain/Sedation,,0,0
229694,CPOT-Vocalization (CPOTa),Vocalization-Post,,Text,,,chartevents,Pain/Sedation,,85290,0
229695,CPOT-Vocalization (CPOTb),Vocalization,,Text,,,chartevents,Pain/Sedation,,254560,0
229696,CPOT-Body Movements (CPOTb),Body Movements,,Text,,,chartevents,Pain/Sedation,,255454,0
229697,CPOT-Body Movements (CPOTa),Body Movements-Post,,Text,,,chartevents,Pain/Sedation,,85741,0
229698,CPOT-Facial Expression (CPOTb),Facial Expression,,Text,,,chartevents,Pain/Sedation,,255966,0
229699,CPOT-Facial Expression (CPOTa),Facial Expression-Post,,Text,,,chartevents,Pain/Sedation,,86011,0
229702,Pain Level Response-b,Pain Level Response-b,,Text,,,chartevents,Pain/Sedation,,0,0
229703,CPOT-Pain Management,CPOT-Pain Management,,Text,,,chartevents,Pain/Sedation,,336267,0
229704,CP-Pain Management,CP-Pain Management,,Text,,,chartevents,Pain/Sedation,,20837,0
229705,CP-Pain Assessment Method,CP-Pain Assessment Method,,Text,,,chartevents,Pain/Sedation,,14021,0
229706,CP-Pain Assessment Method-Post,CP-Pain Assessment Method-Post,,Text,,,chartevents,Pain/Sedation,,7576,0
229709,Angiotensin II (Giapreza),Angiotensin II (Giapreza),mg,Solution,,,inputevents,Medications,,103,0
229710,Ultrasound (Aline),Ultrasound (Aline),,Text,,,chartevents,Arterial Line Insertion,,0,0
229712,Ultrasound Images interpreted (Aline),Ultrasound Images interpreted (Aline),,Text,,,chartevents,Arterial Line Insertion,,0,0
229713,Ultrasound Images printed (Aline),Ultrasound Images printed (Aline),,Text,,,chartevents,Arterial Line Insertion,,0,0
229714,Ultrasound Images probe covered (Aline),Ultrasound Images probe covered (Aline),,Text,,,chartevents,Arterial Line Insertion,,0,0
229715,Ultrasound Images stored (Aline),Ultrasound Images stored (Aline),,Text,,,chartevents,Arterial Line Insertion,,0,0
229716,Ultrasound Images uploaded (Aline),Ultrasound Images uploaded (Aline),,Text,,,chartevents,Arterial Line Insertion,,0,0
229717,Ultrasound Images used for preproc assess (Aline),Ultrasound Images used for preproc assess (Aline),,Text,,,chartevents,Arterial Line Insertion,,0,0
229718,Manometry (PACath),Manometry Performed (PACath),,Text,,,chartevents,PA Line Insertion,,0,0
229719,Manometry Method (PACath),Method (PACath),,Text,,,chartevents,PA Line Insertion,,0,0
229720,Ultrasound (PACath),Ultrasound (PACath),,Text,,,chartevents,PA Line Insertion,,0,0
229722,Ultrasound Images interpreted (PACath),Ultrasound Images interpreted (PACath),,Text,,,chartevents,PA Line Insertion,,0,0
